Name,Adduct,mz,Formula,MS2,isosmiles,Database,is_oecdpfas,analogue_score,analogue_score_num
MoNA:918840 Flubendazole (Flutelmium) [M+H],M-H,312.079,C16H12FN3O3,50.0036:0.23444 64.0068:0.513447 65.0146:3.013302 65.9986:2.208139 68.0017:0.532804 68.0143:0.195063 78.0224:0.152388 87.0115:0.578432 89.0146:0.822366 90.0225:2.458573 91.0065:0.422235 92.0143:0.463523 92.0256:1.99626 93.0095:0.624486 93.0222:0.21406 95.0252:3.363742 101.0147:0.172727 102.0225:2.476784 103.0178:0.227047 105.0333:1.043318 106.0174:13.16948 113.0147:0.228902 114.0225:1.590548 115.0304:6.818213 116.0259:0.205543 117.0094:0.120809 118.0175:0.462594 120.0093:1.006152 128.0255:0.169662 129.0335:38.014248 130.0174:0.562168 132.0205:1.464175 133.0283:39.906915 134.0125:0.72231 136.0155:1.278994 145.0282:1.580776 147.0203:2.303044 149.0232:5.769189 156.0207:7.1594 157.0284:100.0 158.0362:3.594245 160.0155:20.384524 161.0233:0.406783 163.031:0.102132 173.0232:8.16437 186.0303:0.325554 188.0101:0.518081 207.036:0.129716 209.0522:0.620465 210.0367:1.951935 212.0519:0.17776 223.0554:0.476959 224.0395:1.771246 225.0471:0.139271 231.0442:0.23816 232.052:0.616335 233.0358:0.113156 234.0474:0.498475 235.0312:0.769011 237.0473:2.429779 242.0359:0.172117 251.0504:1.667499 252.0345:0.397579 252.058:0.399246 253.0423:0.756823 260.0471:0.596756 262.0427:0.236599 278.0374:4.392905 280.0531:19.367271,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,GNPS,0,0.048796665182230504,30
Dinitramine,[M-H]-,321.081604003906,C11H13F3N4O4,50.004:54 57.994:54 59.014:66 64.007:176 64.019:26 65.014:390 65.998:1000 68.014:18 68.996:107 70.994:54 74.004:106 76.001:20 76.007:28 76.019:17 77.015:25 79.99:19 80.002:22 81.002:37 84.997:17 85.988:32 87.012:17 88:980 88.007:525 89.015:254 89.998:137 90.01:104 90.035:51 91.03:54 92.996:43 93.01:32 94.01:24 95.005:87 100:160 101.014:178 102.01:52 103.017:21 103.995:175 104.002:29 106.018:15 106.041:31 106.999:16 107.005:199 107.025:15 108.007:40 108.026:23 108.991:114 108.997:137 109.021:47 110.005:19 111:120 112:454 112.007:47 113.015:59 114.01:257 115.03:184 116.026:129 117.009:48 117.021:45 117.046:24 119.005:101 119.025:94 120.007:60 120.02:18 121.008:29 121.021:28 122.005:33 124:44 124.008:35 126.004:132 126.01:128 126.015:25 127.011:82 127.018:195 127.03:27 127.995:41 128.025:48 128.038:16 129.004:13 129.01:30 129.033:44 129.046:45 130.017:24 130.029:31 130.041:65 130.999:291 131.004:34 131.013:21 131.036:138 132.007:31 132.021:18 132.033:17 133.002:268 133.021:80 133.041:53 134.005:38 134.016:379 135:85 135.036:29 136.002:239 136.007:27 136.02:133 137.016:50 137.028:89 138.01:35 139.011:258 139.017:15 139.995:42 140.025:174 141.021:36 141.033:42 141.046:23 142.041:176 143.025:105 144.007:166 144.021:54 145.002:395 145.021:35 146.01:172 146.016:118 146.036:20 146.994:53 147:39 147.024:160 147.036:21 148.008:49 148.032:32 149.003:52 150.024:30 151.012:128 151.031:18 151.995:28 152.013:19 152.026:42 153.027:17 153.034:41 154.011:36 154.029:92 154.041:48 154.999:23 155.006:42 155.013:81 155.025:31 155.036:108 156.02:39 156.033:22 157.002:865 158.01:52 158.016:202 158.023:64 158.036:25 159.011:40 159.018:358 159.037:40 160.002:316 160.032:219 160.997:115 161.016:39 161.039:46 161.072:44 162.011:104 162.018:29 162.024:37 162.047:18 163.031:65 164.007:59 164.027:23 165.011:19 165.027:34 166.022:50 167.006:40 168.02:75 169.002:25 169.028:28 170.01:97 170.036:157 171.017:69 171.031:24 172.002:69 173.003:25 173.021:61 173.039:50 173.052:42 174.004:125 174.047:281 175.019:135 175.032:42 176.027:84 178.022:152 179.03:23 180.002:15 180.022:24 180.038:20 180.057:32 181.022:77 182.03:20 184.013:329 184.032:23 184.997:75 185.035:75 186.018:50 186.029:50 187.012:91 187.049:43 187.997:58 188.027:139 188.083:817 190.012:55 190.042:49 191.007:111 191.03:35 192.038:352 194.018:23 194.053:19 195.025:35 195.037:32 196.033:24 197.019:26 198.029:54 199.036:102 200.008:31 200.02:39 200.063:19 201.016:51 201.028:35 202:249 203.007:16 204.002:118 205.016:93 206.037:21 208.033:54 210.029:30 211.024:35 212.028:20 212.044:79 214.024:193 214.035:28 215.031:224 215.043:19 216.003:27 217.016:88 217.994:48 218.018:83 219.033:63 221.028:14 224.032:88 224.042:14 225.024:92 225.039:64 226.046:17 227.019:26 227.032:35 228.027:44 228.039:196 229.011:38 230.019:74 230.054:103 231.013:85 231.075:211 231.998:631 234.013:19 238.08:46 240.039:18 240.076:20 241.034:220 245.029:31 246.049:22 256.021:15 257.029:108 258.037:38 259.02:26 260.017:27 274.082:27 275.039:22,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],MoNA,1,0.048583336404100924,30
Dinitramine,[M-H]-,321.0816,C11H13F3N4O4,50.0036:53 57.9935:54 59.0138:66 64.0067:175 64.0193:25 65.0145:389 65.9985:999 68.0142:17 68.9957:107 70.994:54 74.0036:105 76.0007:20 76.0068:27 76.0194:16 77.0146:25 79.9905:18 80.0016:22 81.0021:36 84.997:17 85.9883:32 87.0118:16 88.0005:979 88.0067:524 89.0146:253 89.9985:136 90.0097:103 90.0351:50 91.0303:54 92.9957:42 93.0095:32 94.01:23 95.0052:86 100.0005:159 101.0145:177 102.0098:51 103.0174:21 103.9953:175 104.0017:29 106.0175:14 106.0411:31 106.999:15 107.0051:198 107.0251:14 108.0066:39 108.0256:22 108.9907:113 108.997:137 109.0207:46 110.0048:18 111.0001:119 112.0005:453 112.0067:47 113.0147:59 114.0098:257 115.0302:183 116.0255:128 117.0094:47 117.0206:45 117.0459:24 119.0049:101 119.0252:93 120.0067:60 120.0205:17 121.0083:29 121.0208:28 122.0048:33 124.0004:44 124.0078:34 126.0036:131 126.0099:127 126.0153:24 127.0114:81 127.0177:194 127.0303:26 127.9954:40 128.0254:48 128.0381:16 129.0035:12 129.0095:29 129.0333:43 129.0459:44 130.017:23 130.0285:31 130.041:64 130.9989:291 131.0045:34 131.0126:21 131.0364:137 132.0068:31 132.0207:17 132.0331:17 133.0021:267 133.0209:79 133.0407:52 134.0049:38 134.0161:378 135:84 135.0365:29 136.0016:238 136.0072:26 136.0203:133 137.0157:49 137.0281:88 138.01:34 139.0114:257 139.0171:15 139.9954:42 140.0254:174 141.0207:35 141.0334:41 141.0463:23 142.041:175 143.0251:104 144.0066:165 144.0206:53 145.0019:394 145.0208:35 146.0098:171 146.0161:118 146.036:19 146.9938:52 147.0002:38 147.024:160 147.0365:20 148.0079:49 148.0317:31 149.0029:52 150.0236:29 151.0117:127 151.0311:17 151.9954:28 152.0129:18 152.0256:42 153.027:17 153.0335:41 154.0113:35 154.0287:92 154.0413:47 154.9993:22 155.0061:41 155.0127:80 155.0254:30 155.0362:108 156.0203:39 156.033:22 157.0019:864 158.0095:51 158.016:201 158.0226:63 158.0359:24 159.0111:40 159.0176:357 159.0368:40 160.0016:315 160.0316:218 160.9967:114 161.0157:39 161.0393:45 161.0719:44 162.0111:104 162.0176:29 162.0238:36 162.0474:18 163.0313:65 164.0067:58 164.0266:22 165.0106:18 165.0271:33 166.0221:49 167.0061:39 168.0204:75 169.002:24 169.0285:27 170.0098:96 170.0359:156 171.0173:69 171.0312:23 172.0017:69 173.0027:24 173.0207:61 173.0393:49 173.0522:41 174.0041:125 174.0473:280 175.0188:134 175.0315:42 176.0268:83 178.022:151 179.0296:23 180.0015:15 180.0215:23 180.0379:20 180.0567:32 181.0217:77 182.03:20 184.0129:328 184.032:22 184.997:74 185.0347:75 186.0184:50 186.0287:50 187.0122:90 187.0494:42 187.9966:58 188.0267:138 188.083:816 190.0125:54 190.0424:48 191.0071:110 191.0298:34 192.038:351 194.0177:23 194.053:19 195.025:34 195.0373:31 196.0326:24 197.0186:25 198.0286:54 199.0361:101 200.008:30 200.0203:38 200.0631:19 201.0155:50 201.0282:34 201.9995:248 203.0073:15 204.0025:118 205.0163:93 206.0372:21 208.033:54 210.0288:29 211.0241:34 212.028:19 212.0442:78 214.0235:193 214.035:28 215.0312:223 215.0429:18 216.0031:27 217.0162:88 217.9944:47 218.0182:82 219.0331:62 221.0278:14 224.0316:88 224.0425:13 225.0236:91 225.0391:63 226.0462:17 227.0191:25 227.0317:34 228.0266:43 228.0392:195 229.0106:37 230.0187:73 230.0545:102 231.0131:84 231.0751:211 231.9976:630 234.0134:19 238.0802:46 240.0392:17 240.0765:19 241.0344:219 245.0291:30 246.0491:21 256.0211:14 257.0295:108 258.0372:37 259.0203:25 260.0166:26 274.0817:27 275.0393:22,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],MassBank,1,0.048573931180618306,30
Massbank:LU016954 Dinitramine,M-H,321.082,C11H13F3N4O4,50.003601:16616.099609 57.9935:16765.900391 59.013802:20331.800781 64.006699:54068.5 64.019302:7977.600098 65.014503:119968.0 65.998497:307687.90625 68.014198:5387.399902 68.995697:33031.601562 70.994003:16727.300781 74.003601:32625.800781 76.000702:6277.799805 76.006798:8474.0 76.019402:5120.799805 77.014603:7734.0 79.990501:5818.600098 80.001602:6893.700195 81.002098:11386.0 84.997002:5381.799805 85.988297:9989.700195 87.011803:5198.600098 88.000504:301536.59375 88.006699:161652.703125 89.014603:78102.101562 89.998497:42110.898438 90.009697:31889.099609 90.035103:15653.900391 91.030296:16636.400391 92.995697:13146.799805 93.009499:9883.900391 94.010002:7391.100098 95.005203:26718.699219 100.000504:49240.601562 101.014503:54750.0 102.009804:15979.200195 103.017403:6520.100098 103.9953:53908.0 104.001701:8943.299805 106.017502:4602.899902 106.0411:9651.0 106.999001:4916.399902 107.005096:61159.398438 107.025101:4583.700195 108.006599:12198.799805 108.025597:7020.0 108.9907:34959.398438 108.997002:42261.101562 109.020699:14395.599609 110.004799:5799.899902 111.000099:36939.601562 112.000504:139765.796875 112.006699:14533.5 113.014702:18230.599609 114.009804:79197.398438 115.030197:56497.398438 116.025497:39661.601562 117.009399:14747.099609 117.020599:13879.0 117.045898:7502.299805 119.004898:31124.800781 119.0252:28863.199219 120.006699:18607.900391 120.0205:5484.899902 121.008301:9057.5 121.020798:8706.900391 122.004799:10304.200195 124.000397:13684.400391 124.007797:10672.700195 126.003601:40632.398438 126.009903:39382.101562 126.015297:7635.200195 127.011398:25212.0 127.0177:60042.699219 127.030296:8167.700195 127.995399:12593.700195 128.025406:14837.0 128.038101:5013.100098 129.003494:3979.699951 129.009506:9173.299805 129.033295:13391.700195 129.045898:13779.200195 130.016998:7360.0 130.028503:9610.700195 130.041:19908.699219 130.998901:89642.0 131.004501:10613.099609 131.012604:6498.899902 131.036407:42367.601562 132.006805:9614.5 132.020706:5394.100098 132.033096:5307.899902 133.002106:82348.296875 133.020905:24496.0 133.040695:16243.799805 134.004898:11825.799805 134.016098:116526.398438 135.0:26131.300781 135.036499:9056.5 136.001602:73605.296875 136.007202:8221.400391 136.020294:40992.398438 137.015701:15343.299805 137.028107:27358.800781 138.009995:10753.0 139.011398:79404.898438 139.017105:4634.899902 139.995407:13001.900391 140.025406:53628.5 141.020706:11042.900391 141.033401:12808.700195 141.046295:7158.299805 142.041:54012.601562 143.025101:32289.699219 144.006607:51059.601562 144.020599:16470.300781 145.001907:121393.5 145.020798:10867.299805 146.009796:52805.101562 146.016098:36367.898438 146.035995:6146.299805 146.993805:16208.799805 147.000198:11897.900391 147.024002:49352.898438 147.036499:6389.100098 148.007904:15185.0 148.031693:9710.099609 149.002899:16056.0 150.023605:9169.5 151.011703:39388.800781 151.031097:5405.700195 151.995407:8726.599609 152.012894:5741.299805 152.025604:13017.200195 153.026993:5312.100098 153.033493:12739.299805 154.011307:10949.0 154.028702:28415.099609 154.041306:14695.400391 154.999298:6932.5 155.006104:12823.799805 155.012695:24920.599609 155.025406:9502.599609 155.036194:33302.5 156.020294:12122.099609 156.033005:6782.299805 157.001907:266166.8125 158.009506:15942.799805 158.016006:62086.601562 158.022598:19674.900391 158.035904:7553.399902 159.011093:12344.700195 159.017593:110075.796875 159.036804:12331.299805 160.001602:97140.5 160.031601:67349.898438 160.996704:35295.398438 161.015701:12103.099609 161.039307:14147.900391 161.071899:13681.0 162.011093:32104.900391 162.017593:9042.099609 162.023804:11283.299805 162.047394:5557.100098 163.031296:20081.099609 164.006699:18024.199219 164.026596:7067.5 165.010605:5804.0 165.0271:10435.299805 166.022095:15398.599609 167.006104:12311.799805 168.020401:23169.900391 169.001999:7654.899902 169.028503:8568.5 170.009796:29711.699219 170.035904:48355.101562 171.017303:21326.300781 171.031204:7381.799805 172.001694:21294.099609 173.002701:7541.799805 173.020706:18836.199219 173.039307:15347.900391 173.0522:12919.799805 174.004105:38549.5 174.047302:86493.0 175.018799:41566.101562 175.031494:12947.5 176.026794:25759.199219 178.022003:46664.0 179.029602:7097.899902 180.001495:4749.399902 180.0215:7371.700195 180.037903:6180.5 180.056702:9990.599609 181.021698:23820.599609 182.029999:6176.399902 184.012894:101191.398438 184.031998:7027.0 184.996994:23000.300781 185.034698:23178.699219 186.018402:15446.0 186.028702:15483.400391 187.012207:28003.0 187.049393:13227.400391 187.996597:17918.099609 188.026703:42639.601562 188.082993:251439.0 190.012497:16923.900391 190.042404:15082.900391 191.007095:34017.199219 191.0298:10711.5 192.037994:108255.601562 194.0177:7101.5 194.052994:5929.200195 195.024994:10673.400391 195.037292:9754.299805 196.032593:7483.100098 197.0186:7918.100098 198.028595:16716.400391 199.036102:31250.900391 200.007996:9420.400391 200.020294:12008.099609 200.063095:5927.700195 201.015503:15615.700195 201.028198:10679.700195 201.999496:76553.101562 203.007294:4916.5 204.002502:36433.398438 205.016296:28759.199219 206.037201:6510.799805 208.033005:16639.5 210.028793:9160.200195 211.024094:10753.200195 212.028:6109.5 212.044205:24224.099609 214.023499:59512.300781 214.035004:8654.599609 215.031204:68814.101562 215.042892:5805.899902 216.003098:8416.5 217.016205:27138.400391 217.9944:14668.799805 218.018204:25474.199219 219.033096:19233.199219 221.027802:4410.200195 224.031601:27122.199219 224.042496:4298.5 225.023605:28176.800781 225.039093:19612.699219 226.046204:5351.799805 227.019104:8003.100098 227.031693:10730.900391 228.026596:13486.200195 228.0392:60264.601562 229.010605:11695.299805 230.018707:22767.099609 230.054504:31616.599609 231.013107:26127.5 231.075104:65065.699219 231.997604:194089.0 234.013397:5913.5 238.0802:14233.299805 240.0392:5437.799805 240.076508:6010.299805 241.034393:67551.0 245.029099:9539.400391 246.049103:6694.399902 256.021088:4463.799805 257.02951:33328.398438 258.037201:11579.0 259.020294:7985.799805 260.016602:8176.299805 274.081696:8317.599609 275.039307:6786.600098,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],GNPS,1,0.04857231794729835,30
N-[2-(2-methylindol-3-yl)ethyl][4-(trifluoromethyl)phenyl]carboxamide CollisionEnergy:205060,M+formate,391.128,C19H17F3N2O,53.95882:2362.0 68.135033:2103.0 68.995537:2938.0 74.2864:2464.0 82.420273:3198.0 86.761208:2753.0 104.315758:2366.0 119.663872:2417.0 130.066376:2885.0 145.027191:20246.0 188.032806:115728.0 192.990585:2603.0 210.125549:4004.0 254.98558:5358.0 266.985168:3601.0 304.982178:19077.0 329.81015:2614.0 345.121613:435072.0 370.974182:14321.0 390.981842:18488.0 391.09317:2916.0,Cc1[nH]c2ccccc2c1CCNC(=O)c1ccc(C(F)(F)F)cc1,GNPS,1,0.04851047550693837,19
Flubendazole,[M-H]-,312.079,C16H12FN3O3,50.0036:2 64.0068:5 65.0146:30 65.9986:22 68.0017:5 68.0143:1 78.0224:1 87.0115:5 89.0146:8 90.0225:24 91.0065:4 92.0143:4 92.0256:19 93.0095:6 93.0222:2 95.0252:33 101.0147:1 102.0225:24 103.0178:2 105.0333:10 106.0174:131 113.0147:2 114.0225:15 115.0304:68 116.0259:2 117.0094:1 118.0175:4 120.0093:10 128.0255:1 129.0335:379 130.0174:5 132.0205:14 133.0283:398 134.0125:7 136.0155:12 145.0282:15 147.0203:23 149.0232:57 156.0207:71 157.0284:999 158.0362:35 160.0155:203 161.0233:4 163.031:1 173.0232:81 186.0303:3 188.0101:5 207.036:1 209.0522:6 210.0367:19 212.0519:1 223.0554:4 224.0395:17 225.0471:1 231.0442:2 232.052:6 233.0358:1 234.0474:4 235.0312:7 237.0473:24 242.0359:1 251.0504:16 252.0345:3 252.058:3 253.0423:7 260.0471:5 262.0427:2 278.0374:43 280.0531:193,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,MassBank,0,0.0481877887508492,30
"Pesticide3_Novaluron_C17H9ClF8N2O4_N-({3-Chloro-4-[1,1,2-trifluoro-2-(trifluoromethoxy)ethoxy]phenyl}carbamoyl)-2,6-difluorobenzamide",M-H,491.005,C17H9ClF8N2O4,113.025673:181.0 113.732895:135.0 140.996765:385.0 156.023544:199.0 162.978363:529.0 165.99028:354.0 167.983658:888.0 195.949631:182.0 224.040848:147.0 245.604507:89.0 254.256958:246.0 305.015839:4201.0 305.11969:250.0 306.377228:176.0 306.84256:141.0 307.428467:251.0 307.992249:3028.0 308.384766:139.0 308.555634:92.0 309.200439:141.0 319.005646:132.0 332.990784:996.0 358.964722:200.0 361.99762:123.0 378.968262:156.0 427.995544:123.0 431.038269:157.0 435.011902:258.0 448.007202:229.0 450.995361:119.0 470.792145:243.0 471.001068:6250.0 491.008026:324.0 499.450134:331.0,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,GNPS,1,0.04798385311761251,27
"Pesticide3_Novaluron_C17H9ClF8N2O4_N-({3-Chloro-4-[1,1,2-trifluoro-2-(trifluoromethoxy)ethoxy]phenyl}carbamoyl)-2,6-difluorobenzamide",[M-H]-,491.005004882813,C17H9ClF8N2O4,113.026:29 113.733:22 140.997:62 156.024:32 162.978:85 165.99:57 167.984:142 195.95:29 224.041:24 245.605:14 254.257:39 305.016:672 305.12:40 306.377:28 306.843:23 307.428:40 307.992:484 308.385:22 308.556:15 309.2:23 319.006:21 332.991:159 358.965:32 361.998:20 378.968:25 427.996:20 431.038:25 435.012:41 448.007:37 450.995:19 470.792:39 471.001:1000 491.008:52 499.45:53,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,MoNA,1,0.047977884605478256,27
"""N-(2,4-difluorophenyl)-2-[2-oxo-4-(piperidylcarbonyl)hydroquinolyl]acetamide CollisionEnergy:102040""",M-H,424.148,C23H21F2N3O3,58.685089:2597.0 84.990623:4117.0 85.594543:2430.0 113.916557:2471.0 128.032181:35407.0 128.050674:64617.0 142.065582:2684.0 144.04541:3389.0 148.783005:2619.0 156.045746:9091.0 157.053604:46305.0 172.040985:9119.0 184.040726:68273.0 185.048889:4875.0 208.338196:11769.0 225.140793:5991.0 227.118835:5868.0 241.13443:38756.0 255.114334:64638.0 269.130371:43059.0 271.108307:5889.0 280.110382:3901.0 293.072968:4095.0 295.109589:50486.0 376.1474:97405.0 386.133301:9085.0 403.133789:2943.0 404.142273:269310.0 406.835724:3022.0 424.148682:786095.0 438.397552:2719.0,O=C(c1cc(=O)n(CC(O)=Nc2ccc(F)cc2F)c2ccccc12)N1CCCCC1,GNPS,0,0.047754821067051374,29
Fluxapyroxad (BAS 700 F)-TP CSCD465008,[M-H]-,161.0168,C5H4F2N2O2,50.0035:25 65.9986:824 67.002:9 69.0146:10 70.0098:23 86.0048:37 92.9982:38 97.0208:195 113.0157:39 113.9997:50 117.027:975 118.0304:8 121.0044:84 141.0106:999 142.0146:15 161.0171:6,O=C(O)c1c[nH]nc1C(F)F,MassBank,0,0.04731096869962861,12
Massbank: Fluxapyroxad (BAS 700 F)-TP CSCD465008|3-(Difluoromethyl)-1H-pyrazole-4-carboxylic acid|5-(difluoromethyl)-1H-pyrazole-4-carboxylic acid,M-H,161.017,C5H4F2N2O2,50.003502:169168.40625 65.998596:5372883.5 67.001999:62290.699219 69.014603:65142.898438 70.009804:155072.796875 86.004799:241525.796875 92.998199:250249.09375 97.020798:1275189.875 113.015701:258465.703125 113.999702:329195.6875 117.027:6350297.0 118.030403:54142.898438 121.004402:551905.6875 141.010605:6506242.5 142.014603:97895.703125 161.017105:40095.699219,O=C(O)c1c[nH]nc1C(F)F,GNPS,0,0.04726711339758798,12
Fluxapyroxad (BAS 700 F)-TP CSCD465008,[M-H]-,161.016799926758,C5H4F2N2O2,50.004:26 65.999:826 67.002:10 69.015:10 70.01:24 86.005:37 92.998:38 97.021:196 113.016:40 114:51 117.027:976 121.004:85 141.011:1000 142.015:15,O=C(O)c1c[nH]nc1C(F)F,MoNA,0,0.04726317180761143,12
Desoximetasone,[M-H]-,375.193115234375,C22H29FO4,278.024:1000 278.04:1000 355.185:857,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,MoNA,0,0.047123160060258525,3
Massbank:LU018552 Flufenpyr-ethyl,M-H,407.043,C16H13ClF4N2O4,110.004601:3305.100098 137.015396:9941.599609 237.010406:2029.900024 244.992203:5460.0 256.991913:2995.399902 272.987396:27966.699219 277.022888:4320.600098 279.985687:19455.400391 285.004791:29916.800781 300.981995:37908.601562 312.999512:20147.199219 318.992798:6122.0 320.988312:22282.900391 330.003296:3633.899902 340.994507:89720.898438 347.023712:3507.699951 351.060303:12238.5 361.002594:3368.699951 387.036591:6143.399902 407.04361:6510.399902,CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,GNPS,1,0.04707220155006242,18
Flufenpyr-ethyl,[M-H]-,407.042694091797,C16H13ClF4N2O4,110.005:37.0 137.015:111.0 237.01:23.0 244.992:61.0 256.992:33.0 272.987:312.0 277.023:48.0 279.986:217.0 285.005:333.0 300.982:423.0 313.0:225.0 318.993:68.0 320.988:248.0 330.003:41.0 340.994:1000.0 347.024:39.0 351.06:136.0 361.003:38.0 387.037:68.0 407.044:73.0,CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,MoNA,1,0.04706642798248711,18
Flufenpyr-ethyl,[M-H]-,407.042694091797,C16H13ClF4N2O4,110.005:37 137.015:111 237.01:23 244.992:61 256.992:33 272.987:312 277.023:48 279.986:217 285.005:333 300.982:423 313:225 318.993:68 320.988:248 330.003:41 340.994:1000 347.024:39 351.06:136 361.003:38 387.037:68 407.044:73,CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,MoNA,1,0.04706642798248711,18
Diflubenzuron,[M-H]-,309.024810791016,C14H9ClF2N2O2,151.008:362 153.004:115 156.027:1000 157.028:115 289.018:866 290.018:177 291.014:266 309.024:409 310.028:100 311.019:146,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,MoNA,0,0.04700934469422981,7
Diflubenzuron,[M-H]-,309.0248,C14H9ClF2N2O2,151.0075:361 153.0041:115 156.0266:999 157.0276:115 289.0176:864 290.0181:176 291.014:265 309.0235:408 310.0283:99 311.019:146,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,MassBank,0,0.047003662885469616,7
"Massbank:AU233257 Diflubenzuron|N-[(4-chlorophenyl)carbamoyl]-2,6-difluorobenzamide",M-H,309.025,C14H9ClF2N2O2,151.007507:2200.0 153.004105:700.0 156.026596:6076.0 157.027603:700.0 289.017609:5260.0 290.018097:1076.0 291.014008:1616.0 309.023499:2484.0 310.02829:608.0 311.019012:888.0,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,GNPS,0,0.04699920012241594,7
